model,language,record_id,field,gold,pred,match,precision,recall,f1,gold_len,pred_len,review_required
gemma-3-12b-it,ita,2025-09-25_CDH_0014,record_id,2025-09-25_CDH_0014,2025-09-25_CDH_0014,True,,,,,,
gemma-3-12b-it,ita,2025-09-25_CDH_0014,interview_date,2025-09-25,2025-09-25,True,,,,,,
gemma-3-12b-it,ita,2025-09-25_CDH_0014,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,ita,2025-09-25_CDH_0014,language,ita,ita,True,,,,,,
gemma-3-12b-it,ita,2025-09-25_CDH_0014,spatial,Palermo,Palermo,True,,,,,,
gemma-3-12b-it,ita,2025-09-25_CDH_0014,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,ita,2025-09-25_CDH_0014,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,ita,2025-09-25_CDH_0014,keywords,"['Germania', 'emigrazione', 'memoria', 'ritorno']","['emigrazione', 'ritorno']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,ita,2025-09-25_CDH_0014,title__free,,,,,,,53.0,53.0,True
gemma-3-12b-it,ita,2025-09-25_CDH_0014,abstract__free,,,,,,,86.0,0.0,True
gemma-3-12b-it,ita,2025-09-26_CDH_0015,record_id,2025-09-26_CDH_0015,2025-09-26_CDH_0015,True,,,,,,
gemma-3-12b-it,ita,2025-09-26_CDH_0015,interview_date,2025-09-26,2025-09-26,True,,,,,,
gemma-3-12b-it,ita,2025-09-26_CDH_0015,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,ita,2025-09-26_CDH_0015,language,ita,ita,True,,,,,,
gemma-3-12b-it,ita,2025-09-26_CDH_0015,spatial,Prato,Prato,True,,,,,,
gemma-3-12b-it,ita,2025-09-26_CDH_0015,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,ita,2025-09-26_CDH_0015,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,ita,2025-09-26_CDH_0015,keywords,"['Veneto', 'fabbrica', 'operaia', 'tessile']","['operaia', 'tessile']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,ita,2025-09-26_CDH_0015,title__free,,,,,,,42.0,42.0,True
gemma-3-12b-it,ita,2025-09-26_CDH_0015,abstract__free,,,,,,,100.0,0.0,True
gemma-3-12b-it,ita,2025-09-27_CDH_0016,record_id,2025-09-27_CDH_0016,2025-09-27_CDH_0016,True,,,,,,
gemma-3-12b-it,ita,2025-09-27_CDH_0016,interview_date,2025-09-27,2025-09-27,True,,,,,,
gemma-3-12b-it,ita,2025-09-27_CDH_0016,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,ita,2025-09-27_CDH_0016,language,ita,ita,True,,,,,,
gemma-3-12b-it,ita,2025-09-27_CDH_0016,spatial,Bologna,Bologna,True,,,,,,
gemma-3-12b-it,ita,2025-09-27_CDH_0016,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,ita,2025-09-27_CDH_0016,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,ita,2025-09-27_CDH_0016,keywords,"['medicina', 'ospedale', 'professione', 'sanità']","['medicina', 'ospedale']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,ita,2025-09-27_CDH_0016,title__free,,,,,,,62.0,62.0,True
gemma-3-12b-it,ita,2025-09-27_CDH_0016,abstract__free,,,,,,,105.0,0.0,True
gemma-3-12b-it,spa,2025-09-28_CDH_0017,record_id,2025-09-28_CDH_0017,2025-09-28_CDH_0017,True,,,,,,
gemma-3-12b-it,spa,2025-09-28_CDH_0017,interview_date,2025-09-28,2025-09-28,True,,,,,,
gemma-3-12b-it,spa,2025-09-28_CDH_0017,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,spa,2025-09-28_CDH_0017,language,spa,spa,True,,,,,,
gemma-3-12b-it,spa,2025-09-28_CDH_0017,spatial,Irún,Irún,True,,,,,,
gemma-3-12b-it,spa,2025-09-28_CDH_0017,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,spa,2025-09-28_CDH_0017,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,spa,2025-09-28_CDH_0017,keywords,"['Francia', 'Irún', 'frontera', 'trabajo']","['Irún', 'frontera']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,spa,2025-09-28_CDH_0017,title__free,,,,,,,45.0,45.0,True
gemma-3-12b-it,spa,2025-09-28_CDH_0017,abstract__free,,,,,,,100.0,0.0,True
gemma-3-12b-it,spa,2025-09-29_CDH_0018,record_id,2025-09-29_CDH_0018,2025-09-29_CDH_0018,True,,,,,,
gemma-3-12b-it,spa,2025-09-29_CDH_0018,interview_date,2025-09-29,2025-09-29,True,,,,,,
gemma-3-12b-it,spa,2025-09-29_CDH_0018,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,spa,2025-09-29_CDH_0018,language,spa,spa,True,,,,,,
gemma-3-12b-it,spa,2025-09-29_CDH_0018,spatial,Madrid,Madrid,True,,,,,,
gemma-3-12b-it,spa,2025-09-29_CDH_0018,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,spa,2025-09-29_CDH_0018,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,spa,2025-09-29_CDH_0018,keywords,"['democracia', 'exilio', 'memoria', 'regreso']","['exilio', 'regreso']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,spa,2025-09-29_CDH_0018,title__free,,,,,,,55.0,55.0,True
gemma-3-12b-it,spa,2025-09-29_CDH_0018,abstract__free,,,,,,,94.0,0.0,True
gemma-3-12b-it,spa,2025-09-30_CDH_0019,record_id,2025-09-30_CDH_0019,2025-09-30_CDH_0019,True,,,,,,
gemma-3-12b-it,spa,2025-09-30_CDH_0019,interview_date,2025-09-30,2025-09-30,True,,,,,,
gemma-3-12b-it,spa,2025-09-30_CDH_0019,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,spa,2025-09-30_CDH_0019,language,spa,spa,True,,,,,,
gemma-3-12b-it,spa,2025-09-30_CDH_0019,spatial,Santoña,Santoña,True,,,,,,
gemma-3-12b-it,spa,2025-09-30_CDH_0019,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,spa,2025-09-30_CDH_0019,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,spa,2025-09-30_CDH_0019,keywords,"['Cantábrico', 'mujeres', 'pesca', 'rederas']","['Cantábrico', 'pesca']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,spa,2025-09-30_CDH_0019,title__free,,,,,,,49.0,49.0,True
gemma-3-12b-it,spa,2025-09-30_CDH_0019,abstract__free,,,,,,,108.0,0.0,True
gemma-3-12b-it,spa,2025-10-01_CDH_0020,record_id,2025-10-01_CDH_0020,2025-10-01_CDH_0020,True,,,,,,
gemma-3-12b-it,spa,2025-10-01_CDH_0020,interview_date,2025-10-01,2025-10-01,True,,,,,,
gemma-3-12b-it,spa,2025-10-01_CDH_0020,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,spa,2025-10-01_CDH_0020,language,spa,spa,True,,,,,,
gemma-3-12b-it,spa,2025-10-01_CDH_0020,spatial,Barcelona,Barcelona,True,,,,,,
gemma-3-12b-it,spa,2025-10-01_CDH_0020,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,spa,2025-10-01_CDH_0020,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,spa,2025-10-01_CDH_0020,keywords,"['arquitectura', 'profesión', 'vivienda', 'ética']","['arquitectura', 'vivienda']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,spa,2025-10-01_CDH_0020,title__free,,,,,,,71.0,71.0,True
gemma-3-12b-it,spa,2025-10-01_CDH_0020,abstract__free,,,,,,,111.0,0.0,True
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,record_id,2025-10-02_CDH_0021,2025-10-02_CDH_0021,True,,,,,,
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,interview_date,2025-10-02,2025-10-02,True,,,,,,
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,language,ltz,ltz,True,,,,,,
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,spatial,Esch-sur-Alzette,Esch-sur-Alzette,True,,,,,,
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,keywords,"['Esch', 'Frankräich', 'Grenz', 'Schaffen']","['Esch', 'Grenz']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,title__free,,,,,,,47.0,47.0,True
gemma-3-12b-it,ltz,2025-10-02_CDH_0021,abstract__free,,,,,,,87.0,0.0,True
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,record_id,2025-10-03_CDH_0022,2025-10-03_CDH_0022,True,,,,,,
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,interview_date,2025-10-03,2025-10-03,True,,,,,,
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,language,ltz,ltz,True,,,,,,
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,spatial,Lëtzebuerg-Stad,Lëtzebuerg-Stad,True,,,,,,
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,keywords,"['Identitéit', 'Lëtzebuerg', 'Méisproochegkeet', 'Reflexioun']","['Identitéit', 'Méisproochegkeet']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,title__free,,,,,,,61.0,61.0,True
gemma-3-12b-it,ltz,2025-10-03_CDH_0022,abstract__free,,,,,,,85.0,0.0,True
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,record_id,2025-10-04_CDH_0023,2025-10-04_CDH_0023,True,,,,,,
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,interview_date,2025-10-04,2025-10-04,True,,,,,,
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,language,ltz,ltz,True,,,,,,
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,spatial,Dudelange,Dudelange,True,,,,,,
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,keywords,"['Aarbecht', 'Diddeleng', 'Stol', 'Strukturwandel']","['Diddeleng', 'Stol']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,title__free,,,,,,,46.0,46.0,True
gemma-3-12b-it,ltz,2025-10-04_CDH_0023,abstract__free,,,,,,,81.0,0.0,True
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,record_id,2025-10-05_CDH_0024,2025-10-05_CDH_0024,True,,,,,,
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,interview_date,2025-10-05,2025-10-05,True,,,,,,
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,language,ltz,ltz,True,,,,,,
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,spatial,Lëtzebuerg-Stad,Lëtzebuerg-Stad,True,,,,,,
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,keywords,"['Beamten', 'Reflexioun', 'Reform', 'ëffentleche Service']","['Beamten', 'ëffentleche Service']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,title__free,,,,,,,69.0,69.0,True
gemma-3-12b-it,ltz,2025-10-05_CDH_0024,abstract__free,,,,,,,104.0,0.0,True
gemma-3-12b-it,por,2025-10-06_CDH_0025,record_id,2025-10-06_CDH_0025,2025-10-06_CDH_0025,True,,,,,,
gemma-3-12b-it,por,2025-10-06_CDH_0025,interview_date,2025-10-06,2025-10-06,True,,,,,,
gemma-3-12b-it,por,2025-10-06_CDH_0025,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,por,2025-10-06_CDH_0025,language,por,por,True,,,,,,
gemma-3-12b-it,por,2025-10-06_CDH_0025,spatial,Esch-sur-Alzette,Esch-sur-Alzette,True,,,,,,
gemma-3-12b-it,por,2025-10-06_CDH_0025,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,por,2025-10-06_CDH_0025,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,por,2025-10-06_CDH_0025,keywords,"['Luxemburgo', 'Portugal', 'chegada', 'migração']","['Portugal', 'migração']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,por,2025-10-06_CDH_0025,title__free,,,,,,,48.0,48.0,True
gemma-3-12b-it,por,2025-10-06_CDH_0025,abstract__free,,,,,,,108.0,0.0,True
gemma-3-12b-it,por,2025-10-07_CDH_0026,record_id,2025-10-07_CDH_0026,2025-10-07_CDH_0026,True,,,,,,
gemma-3-12b-it,por,2025-10-07_CDH_0026,interview_date,2025-10-07,2025-10-07,True,,,,,,
gemma-3-12b-it,por,2025-10-07_CDH_0026,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,por,2025-10-07_CDH_0026,language,por,por,True,,,,,,
gemma-3-12b-it,por,2025-10-07_CDH_0026,spatial,Luxembourg-Ville,Luxembourg-Ville,True,,,,,,
gemma-3-12b-it,por,2025-10-07_CDH_0026,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,por,2025-10-07_CDH_0026,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,por,2025-10-07_CDH_0026,keywords,"['Luxemburgo', 'Portugal', 'identidade', 'segunda geração']","['identidade', 'segunda geração']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,por,2025-10-07_CDH_0026,title__free,,,,,,,59.0,59.0,True
gemma-3-12b-it,por,2025-10-07_CDH_0026,abstract__free,,,,,,,114.0,0.0,True
gemma-3-12b-it,por,2025-10-08_CDH_0027,record_id,2025-10-08_CDH_0027,2025-10-08_CDH_0027,True,,,,,,
gemma-3-12b-it,por,2025-10-08_CDH_0027,interview_date,2025-10-08,2025-10-08,True,,,,,,
gemma-3-12b-it,por,2025-10-08_CDH_0027,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,por,2025-10-08_CDH_0027,language,por,por,True,,,,,,
gemma-3-12b-it,por,2025-10-08_CDH_0027,spatial,Differdange,Differdange,True,,,,,,
gemma-3-12b-it,por,2025-10-08_CDH_0027,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,por,2025-10-08_CDH_0027,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,por,2025-10-08_CDH_0027,keywords,"['invisibilidade', 'migração', 'mulheres', 'trabalho doméstico']","['mulheres', 'trabalho doméstico']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,por,2025-10-08_CDH_0027,title__free,,,,,,,50.0,50.0,True
gemma-3-12b-it,por,2025-10-08_CDH_0027,abstract__free,,,,,,,128.0,0.0,True
gemma-3-12b-it,por,2025-10-09_CDH_0028,record_id,2025-10-09_CDH_0028,2025-10-09_CDH_0028,True,,,,,,
gemma-3-12b-it,por,2025-10-09_CDH_0028,interview_date,2025-10-09,2025-10-09,True,,,,,,
gemma-3-12b-it,por,2025-10-09_CDH_0028,interviewer,[INTERVIEWER_1],[INTERVIEWER_1],True,,,,,,
gemma-3-12b-it,por,2025-10-09_CDH_0028,language,por,por,True,,,,,,
gemma-3-12b-it,por,2025-10-09_CDH_0028,spatial,Luxembourg-Ville,Luxembourg-Ville,True,,,,,,
gemma-3-12b-it,por,2025-10-09_CDH_0028,consent_status,research-only,research-only,True,,,,,,
gemma-3-12b-it,por,2025-10-09_CDH_0028,accessRights,restricted,restricted,True,,,,,,
gemma-3-12b-it,por,2025-10-09_CDH_0028,keywords,"['Luxemburgo', 'classe social', 'engenharia', 'trajectória']","['engenharia', 'trajectória']",,1.0,0.5,0.6666666666666666,,,
gemma-3-12b-it,por,2025-10-09_CDH_0028,title__free,,,,,,,61.0,61.0,True
gemma-3-12b-it,por,2025-10-09_CDH_0028,abstract__free,,,,,,,138.0,0.0,True
